"ロボットコード","回","キャンパスコード","A/B","ロボット名","フリガナ"
"117331302","17","3130","","熒惑","ケイワク"
"117331401","17","3140","","舞々","マイマイ"
"117331402","17","3140","","うーふぉ","ウーフォ"
"117331501","17","3150","","カサパルト","カサパルト"
"117331502","17","3150","","ABCDEFG","ヨミカタガワカリマセン"
"117331601","17","3160","","東尋坊","トウジンボウ"
"117331602","17","3160","","WAXA","ワクサ"
"117331701","17","3170","","下野レスキュン","シモツケレスキュン"
"117331702","17","3170","","あの手この手","アノテコノテ"
"117331801","17","3180","","回転革命","カイテンカクメイ"
"117331802","17","3180","","自由野郎","フリーマン"
"117331901","17","3190","","未確認走行物体","ミカクニンソウコウブッタイ"
"117331902","17","3190","","運び屋","ハコビヤ"
"117332001","17","3200","","MARS　WORM","ヨミカタガワカリマセン"
"117332002","17","3200","","Ant　Lion","ヨミカタガワカリマセン"
"117332101","17","3210","","Mars Dome","マーズドーム"
"117332102","17","3210","","四ボット　１１９衛","ヨボットイチイチキュエイ"
"117332301","17","3230","","イリーガルズ","イリーガルズ"
"117332302","17","3230","","キャノンボール","キャノンボール"
"117442401","17","4240","","Mt.Masters","マウントマスターズ"
"117442402","17","4240","","Navigater 2004","ナビゲーターニセンヨン"
"117442501","17","4250","","CARL","カール"
"117442502","17","4250","","Eg-voltage","イージーボルテージ"
"117442601","17","4260","","Swing my way","スウィングマイウェイ"
"117442602","17","4260","","火星運送会社","カセイウンソウカイシャ"
"117442701","17","4270","","O.O.F.I.M.","オーフィム"
"117442702","17","4270","","MARS　WALKER","マーズウォーカー"
"117442801","17","4280","","キャリーパー","キャリーパー"
"117442802","17","4280","","１０　ｓｅｃｏｎｄｓ","ワンオーセカンズ"
"117442901","17","4290","","鵜","ウ"
"117442902","17","4290","","雷鳥","ライチョウ"
"117443001","17","4300","","ｎｕ・ＭＡＲＳ","ヌマーズ"
"117443002","17","4300","","OPERATION-N","オペレーションエヌ"
"117443101","17","4310","","前線職人","ゼンセンショクニン"
"117443102","17","4310","","vELo－city","ベロシティー"
"117443201","17","4320","","Albatross","アルバトロス"
"117443202","17","4320","","XER","ヨミカタガワカリマセン"
"117443301","17","4330","","Technical　Sabotage","テクニカルサボタージュ"
"117443302","17","4330","","外増","トーマス"
"117553401","17","5340","A","鶴し玉","カクシダマ"
"117553402","17","5340","B","金城鉄壁","キンジョウテッペキ"
"117553501","17","5350","A","トリビEYE","トリビアイ"
"117553502","17","5350","B","マーズWalker","マーズウォーカー"
"117553601","17","5360","A","箱入娘","ハコイリムスメ"
"117553602","17","5360","B","蛸戦兵衛","タコセンベイ"
"117553701","17","5370","A","天栗命","アマノクリノミコト"
"117553702","17","5370","B","夢之賭走","ユメノカケハシ"
"117553801","17","5380","A","みずすマシ～ン","ミズスマシーン"
"117553802","17","5380","B","TAG！","タッグ"
"117553901","17","5390","A","CNC","シーエヌシー"
"117553902","17","5390","B","Builder-O","ビルダーオー"
"117554001","17","5400","A","エスカルゴン","エスカルゴン"
"117554002","17","5400","B","球武","キューブ"
"117664101","17","6410","","Ｕｎｄｅｒ３０","アンダーサーティー"
"117664102","17","6410","","それいけアルゴン","ソレイケアルゴン"
"117664201","17","6420","","NASHA","ナスハ"
"117664202","17","6420","","Ｄ４Ｕ","ドゥーフォーユー"
"117664301","17","6430","","光速的熊猫","コウソクノパンダ"
"117664302","17","6430","","proof","プルーフ"
"117664401","17","6440","","エアーマジック","エアーマジック"
"117664402","17","6440","","MARS　excursion","マーズエクスカーション"
"117664501","17","6450","","シィシィ","シィシィ"
"117664502","17","6450","","夢駆橋","ユメノカケハシ"
"117664601","17","6460","","ＭｏｑｐｏＭ","モッポン"
"117664602","17","6460","","アノマロカリス","アノマロカリス"
"117664701","17","6470","","ＧＥＮＥＳＩＳ","ジェネシス"
"117664702","17","6470","","Ｉｎｓｕｌａｔｏｒ","インシュレイター"
"117664801","17","6480","","まんな火星圧","マンナカセイアツ"
"117664802","17","6480","","人泣火星","ヒトナカセイ"
"117774901","17","7490","","きかいのおはこ","キカイノオハコ"
"117774902","17","7490","","さぬＱ弾","サヌキューダン"
"117775001","17","7500","","弓削ローバー1号","ユゲローバーイチゴウ"
"117775002","17","7500","","弓削ローバー2号","ユゲローバーニゴウ"
"117775101","17","7510","","Fever","フィーバー"
"117775102","17","7510","","飛翔","ヒショウ"
"117775201","17","7520","","燧の漁師さん","ヒウチノリョウシサン"
"117775202","17","7520","","蜜柑箱","ミカンバコ"
"117775301","17","7530","","Ｄ・Ｔ","ドリームタイム"
"117775302","17","7530","","B-process","ビープロセス"
"117775401","17","7540","A","フォークボーラー","フォークボーラー"
"117775402","17","7540","B","運搬男祭","ウンパンマンマツリ"
"117885501","17","8550","A","和-Nico-","ニコ"
"117885502","17","8550","B","Coopa","クーパ"
"117885601","17","8560","A","Eye のチカラ","アイノチカラ"
"117885602","17","8560","B","code4000","コードヨンセン"
"117885701","17","8570","A","フォボスとデイモス","フォボス　ト　デイモス"
"117885702","17","8570","B","関さば～ん","セキサバーン"
"117885801","17","8580","A","Ｑ－Ｊａｃｋ","キュージャック"
"117885802","17","8580","B","Batten","バッテン"
"117885901","17","8590","A","一家の大黒柱","イッカノダイコクバシラ"
"117885902","17","8590","B","きんちゃっく","キンチャック"
"117886001","17","8600","","jack spot","ジャックスポット"
"117886002","17","8600","","Kontrollierbar","コントローリーアバール"
"117886101","17","8610","A","じゃばれん暴将軍","ジャバレンボウショウグン"
"117886102","17","8610","B","Octpus","オクトパス"
"117886201","17","8620","A","ぼくらはにわたんけんたい","ボクラハニワタンケンタイ"
"117886202","17","8620","B","特救サモックス","トッキュウサモックス"
"117886301","17","8630","A","ROBOSTAR","ロボスター"
"117886302","17","8630","B","燕","ツバメ"
"117886401","17","8640","A","がじゅまるイレブン","ガジュマルイレブン"
"117886402","17","8640","B","琉球魂ーサー","リュウキュウタマシーサー"
"118110101","18","1010","A","パッション!!","パッション"
"118110102","18","1010","B","concord","コンコード"
"118110201","18","1020","","C's","シーズ"
"118110202","18","1020","","駆竜","クリュウ"
"118110301","18","1030","","Zero-G","ゼロジー"
"118110302","18","1030","","スレイプニル","スレイプニル"
"118110401","18","1040","","anchor","アンカー"
"118110402","18","1040","","一発行こうぜ!!","イッパツイコウゼ"
"118110501","18","1050","","Burned Bill","バーンドビル"
"118110502","18","1050","","HAKODAKE","ハコダケ"
"118220601","18","2060","","八兵衛","ハチベエ"
"118220602","18","2060","","keeper","キーパー"
"118220701","18","2070","A","ふみきりあし","フミキリアシ"
"118220702","18","2070","B","くるくるあるみん","クルクルアルミン"
"118220801","18","2080","A","E-Runner","イーランナー"
"118220802","18","2080","B","バターロール","バターロール"
"118220901","18","2090","","Sprinter","スプリンター"
"118220902","18","2090","","Earth Ground 05","アースグラウンドゼロゴ"
"118221001","18","2100","","idea","イデア"
"118221002","18","2100","","極転","ゴクテン"
"118221101","18","2110","","AS","アース"
"118221102","18","2110","","疾如風","スプリンター"
"118221201","18","2120","","Record maker","レコードメーカー"
"118221202","18","2120","","Win Roll","ウィンロール"
"118331301","18","3130","","トップ脚りーと","トップアシリート"
"118331302","18","3130","","のぼりんぼ","ノボリンボ"
"118331401","18","3140","","Legtribution","レッグトリビューション"
"118331402","18","3140","","ススムくんとノボルくん","ススムクントノボルクン"
"118331501","18","3150","","ぐるにゅ、えっ？","グルニュエ"
"118331502","18","3150","","らんどると 環 G。","ランドルトカンジー"
"118331601","18","3160","","ReMU：CuBE","レムキューブ"
"118331602","18","3160","","TiGR","ティガール"
"118331701","18","3170","","でんぐり君","デングリクン"
"118331702","18","3170","","きりんぼー","キリンボー"
"118331801","18","3180","","ツイン スネーク","ツインスネーク"
"118331802","18","3180","","Allegretto","アレグレット"
"118331901","18","3190","","縦高無尽","ジュウコウムジン"
"118331902","18","3190","","ロボッテ","ロボッテ"
"118332001","18","3200","","Slug Out","スラッグアウト"
"118332002","18","3200","","食べかけ！ばぁむくぅへん","タベカケバｧムクゥヘン"
"118332101","18","3210","","ロボ・トリオ","ロボトリオ"
"118332102","18","3210","","雨天決行","ウテンケッコウ"
"118332301","18","3230","","Locust","ロウカスト"
"118332302","18","3230","","トン・ｄｅ・もない","トンデモナイ"
"118442401","18","4240","","NEO－Gravity","ネオグラヴィティ"
"118442402","18","4240","","Wisdom","ウィズダム"
"118442501","18","4250","","LOOPER","ルーパー"
"118442502","18","4250","","Speedy Work","スピーディーワーク"
"118442601","18","4260","","K･M･K","ケーエムケー"
"118442602","18","4260","","コブラ","コブラ"
"118442701","18","4270","","あっぱれ百万ごっ君","アッパレヒャクマンゴクン"
"118442702","18","4270","","走れ百万石","ハシレヒャクマンゴク"
"118442801","18","4280","","下司MAX","ゲシマックス"
"118442802","18","4280","","ガンボ","ガンボ"
"118442901","18","4290","","G→Unit","ジーユニット"
"118442902","18","4290","","Hz","ヘルツ"
"118443001","18","4300","","Saule","ソル"
"118443002","18","4300","","Positive Box","ポジティブボックス"
"118443101","18","4310","","Climbers Pro","クライマーズプロ"
"118443102","18","4310","","輪廻転匠","リンネテンショウ"
"118443201","18","4320","","颯","ハヤテ"
"118443202","18","4320","","Meridian","メリディアン"
"118443301","18","4330","","インセクト","インセクト"
"118443302","18","4330","","外増","トーマス"
"118553401","18","5340","A","舞風","マイカゼ"
"118553402","18","5340","B","鶴鶴鶴鶴鶴鶴鶴","サンカクシカク"
"118553501","18","5350","A","翔&昇","ショウアンドショウ"
"118553502","18","5350","B","Lightning","ライトニング"
"118553601","18","5360","A","curvilinear","カーヴェリニアー"
"118553602","18","5360","B","revolve","リボルブ"
"118553701","18","5370","A","ビギナーズ・ラック","ビギナーズラック"
"118553702","18","5370","B","Center of gravity","センターオブグラビティー"
"118553801","18","5380","A","Zero","ゼロ"
"118553802","18","5380","B","Whirl Magic","ワールマジック"
"118553901","18","5390","A","SAGITTARIUS","サジタリウス"
"118553902","18","5390","B","Builder-H","ビルダーエイチ"
"118554001","18","5400","A","バランシングオクト","バランシングオクト"
"118554002","18","5400","B","あんう゛ぁらんす","アンヴァランス"
"118664101","18","6410","","カミカゼタクシー","カミカゼタクシー"
"118664102","18","6410","","コケ師～匠の技～","コケシタクミノワザ"
"118664201","18","6420","","√Runner ","ルートランナー"
"118664202","18","6420","","光速五重奏","コウソククインテット"
"118664301","18","6430","","LANDOLT","ランドルト"
"118664302","18","6430","","単構造","シンプルストラクチャー"
"118664401","18","6440","","ピエロの大冒険","ピエロノダイボウケン"
"118664402","18","6440","","だるま","ダルマ"
"118664501","18","6450","","cycle","サイクル"
"118664502","18","6450","","大○式","ダイマルシキ"
"118664601","18","6460","","モッ！ぴょん","モッピョン"
"118664602","18","6460","","MOPPONIA MOPPON","モッポニアモッポン"
"118664701","18","6470","","LEGEND","レジェンド"
"118664702","18","6470","","弐コ","ニコ"
"118664801","18","6480","","ゴインチ木式","ゴインチモクシキ"
"118664802","18","6480","","飃 to 鳴門","ヒョウトナルト"
"118774901","18","7490","","√i","ルートアイ"
"118774902","18","7490","","機巧傀儡零式","キコウカイライゼロシキ"
"118775001","18","7500","","弓削ハンドウォーカー","ユゲハンドウォーカー"
"118775002","18","7500","","弓削ファイヤーハンド","ユゲファイヤーハンド"
"118775101","18","7510","","Caravan","キャラバン"
"118775102","18","7510","","大和","ヤマト"
"118775201","18","7520","","燧のスエツグ","ヒウチノスエツグ"
"118775202","18","7520","","あ～く","アーク"
"118775301","18","7530","","√55","ルートゴジュウゴ"
"118775302","18","7530","","WAVE","ウェーブ"
"118775401","18","7540","A","Pendulum","ペンデュラム"
"118775402","18","7540","B","KR2005","ケーアールニマルマルゴ"
"118885501","18","8550","A","ぴょんっ","ピョンッ"
"118885502","18","8550","B","trenta","トレンタ"
"118885601","18","8560","A","クレセント","クレセント"
"118885602","18","8560","B","Helix","ヘリックス"
"118885701","18","8570","A","高床式ぱっちん号","タカユカシキパッチンゴウ"
"118885702","18","8570","B","TAKUMI","タクミ"
"118885801","18","8580","A","Cyclic Cap","サイクリックキャップ"
"118885802","18","8580","B","イディオッツ","イディオッツ"
"118885901","18","8590","","忍","シノビ"
"118885902","18","8590","","Heavy級","ヘビーキュウ"
"118886001","18","8600","","電龍","デンリュウ"
"118886002","18","8600","","誇り高き歩兵","ホコリタカキホヘイ"
"118886101","18","8610","A","ロデオ","ロデオ"
"118886102","18","8610","B","C","シー"
"118886201","18","8620","A","Rapid Rabbit","ラピッドラビット"
"118886202","18","8620","B","Parallel","パラレル"
"118886301","18","8630","A","夢限","ムゲン"
"118886302","18","8630","B","Looper","ルーパー"
"118886401","18","8640","A","オニヒトデ","オニヒトデ"
"118886402","18","8640","B","琉球ハブ","リュウキュウハブ"
"119110101","19","1010","A","セタ","セタ"
"119110102","19","1010","B","初雪","ハツユキ"
"119110201","19","1020","","韋駄天","イダテン"
"119110202","19","1020","","METAL BOX","メタルボックス"
"119110401","19","1040","","ホッキの貝進激","ホッキノカイシンゲキ"
"119110402","19","1040","","ブランコりん","ブランコリン"
"119110501","19","1050","","城跡に来い人","シロニコイヒト"
"119110502","19","1050","","かめさん特急便","カメサントッキュウビン"
"119220601","19","2060","","青い森 宅配","エイエムトランスポーター"
"119220602","19","2060","","ヤーヤドー号","ヤーヤドーゴウ"
"119220701","19","2070","A","ぶりこ","ブリコ"
"119220702","19","2070","B","杉こまち","スギコマチ"
"119220801","19","2080","A","GINGA","ギンガ"
"119220802","19","2080","B","牛若丸","ウシワカマル"
"119220901","19","2090","","JuNY","ジュニイ"
"119220902","19","2090","","ゆれゆら。","ユレユラ"
"119221001","19","2100","","華麗*七夕","カレーシチュー"
"119221002","19","2100","","舌駆","タンク"
"119221101","19","2110","","鮮度?Send!","センド"
"119221102","19","2110","","Athl","アスル"
"119221201","19","2120","","Re:Former","リフォーマー"
"119221202","19","2120","","進伸機鋭","シンシンキエイ"
"119331301","19","3130","","はし掛け花火","ハシカケハナビ"
"119331302","19","3130","","ベノル","ベノル"
"119331401","19","3140","","雪上特急便","セツジョウトッキュウビン"
"119331402","19","3140","","不屈＠永遠に","トワニツラヌケソノココロ"
"119331501","19","3150","","線上に駆ける箸","センジョウニカケルハシ"
"119331502","19","3150","","まいなすにG。","マイナスニジー"
"119331601","19","3160","","GR貨物","ジーアールカモツ"
"119331602","19","3160","","Freude","フロイデ"
"119331701","19","3170","","とび助","トビスケ"
"119331702","19","3170","","特急かんぴょう号","トッキュウカンピョウゴウ"
"119331801","19","3180","","T.T.R.","ティーティーアール"
"119331802","19","3180","","こたろう","コタロウ"
"119331901","19","3190","","雷門兄弟","ライトキョウダイ"
"119331902","19","3190","","我々高尾","ワレワレタカオ"
"119332001","19","3200","","ハコラッシュ","ハコラッシュ"
"119332002","19","3200","","Rectank","レクタンク"
"119332101","19","3210","","Hyu→Ston","ヒューストン"
"119332102","19","3210","","WALK麺","ウォークメン"
"119332301","19","3230","","Sendzir Amir","ゼンジルアミル"
"119332302","19","3230","","OTTOTTO","オットット"
"119442401","19","4240","","四季彩車","シキサイカー"
"119442402","19","4240","","CORSART","コルサート"
"119442501","19","4250","","常勝機龍","ジョウショウキリュウ"
"119442502","19","4250","","Aubade","オバドウ"
"119442601","19","4260","","先用後利","センヨウコウリ"
"119442602","19","4260","","富薬運輸","トミヤクウンユ"
"119442701","19","4270","","U-ZEN","ユーゼン"
"119442702","19","4270","","それいけ！クタニン","ソレイケクタニン"
"119442801","19","4280","","下司ゴム","ゲシゴム"
"119442802","19","4280","","BRIX","ブリックス"
"119442901","19","4290","","岐阜刀","ギフト"
"119442902","19","4290","","SaLuVoBO++","サルボボプラスプラス"
"119443001","19","4300","","侘びサビ","ワビサビ"
"119443002","19","4300","","茶柱","チャバシラ"
"119443101","19","4310","","TOTOYA","トトヤ"
"119443102","19","4310","","Liberty","リバティー"
"119443201","19","4320","","Gullinbursti","グリンブルスティ"
"119443202","19","4320","","びゅーんと飛脚＋","ビューントヒキャクプラス"
"119443301","19","4330","","たっちゃん初號機","タッチャンショゴウキ"
"119443302","19","4330","","渡さん","ワタリサン"
"119553401","19","5340","A","閑雲野鶴","カンウンヤカク"
"119553402","19","5340","B","舞夢","マイドリーム"
"119553501","19","5350","A","TASMIC","タスミック"
"119553502","19","5350","B","あーむすとーんろ→んぐ","アームストーンローング"
"119553601","19","5360","A","FINAL FANたこぉ","ファイナルファンタコォ"
"119553602","19","5360","B","祝御膳","イワイゴゼン"
"119553701","19","5370","A","ホスト・モスクワ","ホストモスクワ"
"119553702","19","5370","B","猪vator","イノベーター"
"119553801","19","5380","A","シュレーディンガーの猫","シュレーディンガーノネコ"
"119553802","19","5380","B","金魚鉢","キンギョバチ"
"119553901","19","5390","A","Libra","ライブラ"
"119553902","19","5390","B","builder Δ","ビルダーデルタ"
"119554001","19","5400","A","ウメタロウ","ウメタロウ"
"119554002","19","5400","B","清姫","キヨヒメ"
"119664101","19","6410","","Galaxy","ギャラクシー"
"119664102","19","6410","","ホバるんです","ホバルンデス"
"119664201","19","6420","","Air High!!","エアーハイ"
"119664202","19","6420","","DELTA EXPRESS","デルタエクスプレス"
"119664301","19","6430","","ももフィス","モモフィス"
"119664302","19","6430","","モモンガーＪ","モモンガージェット"
"119664401","19","6440","","宮島平家物語","ミヤジマヘイケモノガタリ"
"119664402","19","6440","","ひろしま丸","ヒロシママル"
"119664501","19","6450","","Cycle -1","サイクルインバース"
"119664502","19","6450","","高専太郎","コウセンタロウ"
"119664601","19","6460","","パンダ倶楽部","パンダクラブ"
"119664602","19","6460","","たらんチョロ","タランチョロ"
"119664701","19","6470","","Butterfly","バタフライ"
"119664702","19","6470","","Heavyー蛇ー","ヘビーヘビー"
"119664801","19","6480","","みかんばこばこ","ミカンバコバコ"
"119664802","19","6480","","金魚鉢","キンギョバチ"
"119774901","19","7490","","まんでがん","マンデガン"
"119774902","19","7490","","JIN","ジン"
"119775001","19","7500","","弓削クロスシフト","ユゲクロスシフト"
"119775002","19","7500","","弓削こまたろう","ユゲコマタロウ"
"119775101","19","7510","","ARK","アーク"
"119775102","19","7510","","蒼天","ソウテン"
"119775201","19","7520","","燧の運び屋","ヒウチノハコビヤ"
"119775202","19","7520","","Niihama Express","ニイハマエクスプレス"
"119775301","19","7530","","Σ","シグマ"
"119775302","19","7530","","Rhombus","ランバス"
"119775401","19","7540","A","YuZ-Q","ユズキュー"
"119775402","19","7540","B","IFOR","アイフォア"
"119885501","19","8550","A","ヨイトサ","ヨイトサ"
"119885502","19","8550","B","カッコイイよぉ～勝るさん","カッコイイヨォマサルサン"
"119885601","19","8560","A","Parallelo","パラレロ"
"119885602","19","8560","B","小森野拉麺","コモリノラーメン"
"119885701","19","8570","A","Revolution","レボリューション"
"119885702","19","8570","B","しーたけに首っ竹","シータケニクビッタケ"
"119885801","19","8580","A","からくりBURGER","カラクリバーガー"
"119885802","19","8580","B","前進－全霊","ゼンシンゼンレイ"
"119885901","19","8590","A","CENTI-PEDE","センチピード"
"119885902","19","8590","B","二転ばってん","ニテンバッテン"
"119886001","19","8600","","遊少年","アソボーイ"
"119886002","19","8600","","ロボ・サピエンス","ロボサピエンス"
"119886101","19","8610","A","Cappa急便","カッパキュウビン"
"119886102","19","8610","B","TATAMIX","タタミカケル"
"119886201","19","8620","A","Rain Bow ","レインボウ"
"119886202","19","8620","B","カムハヤ","カムハヤ"
"119886301","19","8630","A","百八式","ヒャクハチシキ"
"119886302","19","8630","B","Triple Axel","トリプルアクセル"
"119886401","19","8640","A","行進中","コウシンチュウ"
"119886402","19","8640","B","さばにばる","サバニバル"
"120110101","20","1010","A","NOTEC","ノテック"
"120110102","20","1010","B","ＧＬＡＤＩＯＬＵＳ","グラディオラス"
"120110201","20","1020","","ＧＲＥＩＦＥＮ","グライフェン"
"120110202","20","1020","","湿原坊将軍","シツゲンボウショウグン"
"120110401","20","1040","","アンバランス","アンバランス"
"120110402","20","1040","","矛盾","ムジュン"
"120110501","20","1050","","槍天竜牙","ソウテンリュウガ"
"120110502","20","1050","","甲・乙・丙","コウオツヘイ"
"120220601","20","2060","","Good　Rack","グッドラック"
"120220602","20","2060","","龍飛","タッピ"
"120220701","20","2070","A","小町","コマチ"
"120220702","20","2070","B","八面六臂","ハチメンロッピ"
"120220801","20","2080","A","金色堂","コンジキドウ"
"120220802","20","2080","B","義経","ヨシツネ"
"120220901","20","2090","","Ｐｒｏｇｒｅｓｓｅｒｓ！","プログレッサーズ"
"120220902","20","2090","","ＩＣＥ　ＭＯＮＳＴＥＲ","アイスモンスター"
"120221001","20","2100","","伊達★ＭＡＥ","ダテマエ"
"120221002","20","2100","","皇城の月","コウジョウノツキ"
"120221101","20","2110","","鎧袖①触","ガイシュウイッショク"
"120221102","20","2110","","NELL","ネル"
"120221201","20","2120","","足軽","アシガル"
"120221202","20","2120","","機馬","キバ"
"120331301","20","3130","","長岡景虎","ナガオカカゲトラ"
"120331302","20","3130","","ＩＢｉＳ","アイビス"
"120331401","20","3140","","赤備ゑ","アカゾナエ"
"120331402","20","3140","","竜驤虎視","リュウジョウコシ"
"120331501","20","3150","","推進重箱","スイシンジュウバコ"
"120331502","20","3150","","ペン太君G。","ペンタクンジー"
"120331601","20","3160","","凸凹忠","デコボコチュウ"
"120331602","20","3160","","演技達磨","エンギダルマ"
"120331701","20","3170","","Ｍ・Ｋ・Ｉ ","エムケーアイ"
"120331702","20","3170","","いちご大将軍","イチゴダイショウグン"
"120331801","20","3180","","八歩兎尾迅","ハッポウビジン"
"120331802","20","3180","","別嬪","ベッピン"
"120331901","20","3190","","旗掃天外","キソウテンガイ"
"120331902","20","3190","","ＵＰ","アップ"
"120332001","20","3200","","ＲＥ・ＴＡＮＫ","リタンク"
"120332002","20","3200","","くるくる☆突撃隊","クルクルトツゲキタイ"
"120332101","20","3210","","百騎夜行","ヒャッキヤコウ"
"120332102","20","3210","","二戦錬馬","ニセンレンマ"
"120332301","20","3230","","でーじゃーぽーじゃ","デージャーポージャー"
"120332302","20","3230","","要塞と足軽","ヨウサイトアシガル"
"120442401","20","4240","","ＳＨＡＭＲＯＣＫ","シャムロック"
"120442402","20","4240","","海鳴丸","カイメイマル"
"120442501","20","4250","","いぬわし君’ｓFriends","イヌワシクンズフレンズ"
"120442502","20","4250","","５５号","ゴジュウゴゴウ"
"120442601","20","4260","","火牛でＧＯ","カギューデゴー"
"120442602","20","4260","","ＴＲＡ","ティーアールエー"
"120442701","20","4270","","パンタゴン","パンタゴン"
"120442702","20","4270","","Ｉｆｉｏ","イフィオ"
"120442801","20","4280","","鯖竜 ","サバリュウ"
"120442802","20","4280","","塔迅坊","トウジンボウ"
"120442901","20","4290","","騎風","ギフ"
"120442902","20","4290","","BEN-HUR","ベンハー"
"120443001","20","4300","","あぁムズまあ苦痛","アームズマークツー"
"120443002","20","4300","","ＫＮＩＧＨＴＳ－Ｆｕｊｉ","ナイツフジ"
"120443101","20","4310","","倭","ヤマト"
"120443102","20","4310","","騎槍展開","キソウテンカイ"
"120443201","20","4320","","∫ｕｚｕｋａ　ｄｘ","スズカデラックス"
"120443202","20","4320","","ズバッと守利拳　卍彡","ズバットシュリケン"
"120443301","20","4330","","TYCOON","タイクーン"
"120443302","20","4330","","Ｍｏｕｎｔａｉｎ","マウンテン"
"120553401","20","5340","A","ファイアウォール","ファイアウォール"
"120553402","20","5340","B","鶴命","カクメイ"
"120553501","20","5350","A","鉄人クネクネ","テツジンクネクネ"
"120553502","20","5350","B","旋足軽快","センソクケイカイ"
"120553601","20","5360","A","AT-67","エーティーロクナナ"
"120553602","20","5360","B","Gibral Taco","ジブラルタコ"
"120553701","20","5370","A","御影","ミカゲ"
"120553702","20","5370","B","戦国大明神","センゴクダイミョウジン"
"120553801","20","5380","A","E-DASH","イーダッシュ"
"120553802","20","5380","B","風歯車","カザグルマ"
"120553901","20","5390","A","柳嵐","リュウラン"
"120553902","20","5390","B","熊野Sweepin軍","クマノスイグン"
"120554001","20","5400","A","紀州軍団","キシュウグンダン"
"120554002","20","5400","B","戦国牙太郎","センゴクキバタロウ"
"120664101","20","6410","","Ｅｘｔｅｎｄｅｒ","エクステンダー"
"120664102","20","6410","","追っかけかちあげ隊","オッカケカチアゲタイ"
"120664201","20","6420","","Ｓｔｕｒｍ　Ｋaｆｅｒ","シュトゥルムケーファー"
"120664202","20","6420","","旗昇転決","キショウテンケツ"
"120664301","20","6430","","吉備津彦","キビツヒコ"
"120664302","20","6430","","勝覇","カッパ"
"120664401","20","6440","","安芸国の人魚姫～鯉城物語～","アキノクニノニンギョヒメ"
"120664402","20","6440","","廻天","カイテン"
"120664501","20","6450","","雅城","ガジョウ"
"120664502","20","6450","","Ｆ－奪取","エフダッシュ"
"120664601","20","6460","","次元炮","ジゲンホウ"
"120664602","20","6460","","五時エ門","ゴジエモン"
"120664701","20","6470","","暴れん坊鳥軍","アバレンボウチョウグン"
"120664702","20","6470","","ISE","アイエスイー"
"120664801","20","6480","","ふうりんカシャン","フウリンカシャン"
"120664802","20","6480","","あめーば","アメーバ"
"120774901","20","7490","","Ｂｌｉｔｚ","ブリッツ"
"120774902","20","7490","","ホルトの樹","ホルトノキ"
"120775001","20","7500","","弓削リミット８：３５","ユゲリミットハチサンゴ"
"120775002","20","7500","","弓削どうぶつ園","ユゲドウブツエン"
"120775101","20","7510","","Ｇａｌａｘｙ","ギャラクシー"
"120775102","20","7510","","双龍","ソウリュウ"
"120775201","20","7520","","燧の掃除屋","ヒウチノスイーパー"
"120775202","20","7520","","凸×凹","デコボコ"
"120775301","20","7530","","ＨＩＤＥ　＆　ＳＥＥＫ","ハイドアンドシーク"
"120775302","20","7530","","ＰｈｏｅｎｉＸ","フェニックス"
"120775401","20","7540","A","火燐・水蓮","カリンスイレン"
"120775402","20","7540","B","かつお丸","カツオマル"
"120885501","20","8550","A","クルポン","クルポン"
"120885502","20","8550","B","U-MO","ユーモ"
"120885601","20","8560","A","植機職人","ウエキショクニン"
"120885602","20","8560","B","楠々","クスクス"
"120885701","20","8570","A","ローリングぱっちんＧＯ！","ローリングパッチンゴウ"
"120885702","20","8570","B","無敵大名ソーリン","ムテキダイミョウソーリン"
"120885801","20","8580","A","アルシコ　オッチャカス","アルシコオッチャカス"
"120885802","20","8580","B","トリプルプレイ","トリプルプレイ"
"120885901","20","8590","","不知火","シラヌイ"
"120885902","20","8590","","炭坑武士","タンコウブシ"
"120886001","20","8600","","ぐるぐるどかん","グルグルドカン"
"120886002","20","8600","","ｕｎｉｏｎ　ｉｓ　浪漫","ユニオンイズロマン"
"120886101","20","8610","A","匣","ハコ"
"120886102","20","8610","B","一角","イッカク"
"120886201","20","8620","A","TwinStar","ツイスター"
"120886202","20","8620","B","ＴＲＩ凸ＤＥ ","トリデ"
"120886301","20","8630","A","Ａ級旗艦アクネス","エーキュウキカンアクネス"
"120886302","20","8630","B","苦楽等","クララ"
"120886401","20","8640","A","メーヴェ","メーヴェ"
"120886402","20","8640","B","Nes12s5s4ie","ネッスィー"
"121110101","21","1010","B","KAMUI","カムイ"
"121110102","21","1010","A","TRIVIOS","トリヴィオス"
"121110201","21","1020","","The・Emperor","ジエンペラー"
"121110202","21","1020","","湿原ロボ　ツルキング","シツゲンロボツルキング"
"121110401","21","1040","","百花繚卵","ヒャッカリョウラン"
"121110402","21","1040","","木紙回生","キシカイセイ"
"121110501","21","1050","","Ｃｒｏｗｂｅｒ","クローバー"
"121110502","21","1050","","ＬＩＢＩＥＲ","リバイア"
"121220601","21","2060","","八幡パレード’０８","ヤワタパレードゼロハチ"
"121220602","21","2060","","土Ｇｏｏがウォーキングー","ドグウガウォーキングー"
"121220701","21","2070","A","ＴＨＹＭＥ君","タイムクン"
"121220702","21","2070","B","九連宝燈","チュウレンポウトウ"
"121220801","21","2080","A","河童旋風","カッパセンプウ"
"121220802","21","2080","B","鬼助","キスケ"
